ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:450,https://data.museumplantinmoretus.be/ark:/11975/909bd215-7a1b-5151-a058-ca705043e599,Registers,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 11 losse stukken</p>
","<p>Bevat 11 losse stukken</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3e15ec0a-0a7c-4693-a80a-16ac8e67cd75"", ""ontologyProperty"": """", ""resourceXresourceId"": ""104649f7-13f4-46ca-a807-b5c8411ac3af"", ""inverseOntologyProperty"": """"}]"
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,1875,No Copyright - Public Domain Mark 1.0,
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17600625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17730000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000445,referentienummer,False,,,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:450,brocade id,False,,,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:450/N,brocade url,False,,,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c76155be-4291-5a85-80a2-1f0bf6efb67a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2310c73f-2778-4206-a24e-382f708cf354"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
909bd215-7a1b-5151-a058-ca705043e599,tg:mpmre:450,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grootboek papiermagazijn per editie 1760-1767,titles proper,Dutch (language),,,,
